datetime,state,anomaly,scaled_states
2024-07-02 12:00:00,72.0,-1,7.4838324388266875
2024-07-02 16:00:00,187.0,-1,19.73144644876898
2024-07-03 16:00:00,26.0,-1,2.58478683484977
2024-07-08 12:00:00,22.0,-1,2.1587828692865596
2024-07-08 16:00:00,26.0,-1,2.58478683484977
2024-07-09 12:00:00,10.0,-1,0.8807709725969292
2024-07-09 16:00:00,24.0,-1,2.371784852068165
2024-07-10 12:00:00,11.0,-1,0.9872719639877316
2024-07-12 16:00:00,17.0,-1,1.626277912332547
2024-07-15 12:00:00,9.0,-1,0.7742699812061266
2024-07-15 16:00:00,11.0,-1,0.9872719639877316
2024-07-16 16:00:00,24.0,-1,2.371784852068165
2024-07-17 16:00:00,17.0,-1,1.626277912332547
2024-07-17 20:00:00,12.0,-1,1.0937729553785343
2024-07-18 12:00:00,9.0,-1,0.7742699812061266
2024-07-18 16:00:00,23.0,-1,2.2652838606773624
2024-07-19 16:00:00,13.0,-1,1.2002739467693369
2024-08-19 20:00:00,11.0,-1,0.9872719639877316
2024-09-06 20:00:00,9.0,-1,0.7742699812061266
2024-09-11 20:00:00,9.0,-1,0.7742699812061266
2024-09-13 20:00:00,14.0,-1,1.3067749381601392
2024-09-15 16:00:00,18.0,-1,1.7327789037233496
2024-09-15 20:00:00,28.0,-1,2.797788817631375
2024-09-16 16:00:00,12.0,-1,1.0937729553785343
2024-09-18 16:00:00,29.0,-1,2.9042898090221776
2024-09-19 16:00:00,12.0,-1,1.0937729553785343
2024-09-20 20:00:00,17.0,-1,1.626277912332547
2024-09-27 20:00:00,14.0,-1,1.3067749381601392
2024-10-01 16:00:00,22.0,-1,2.1587828692865596
