datetime,state,anomaly
2024-07-02 12:00:00,72.0,-1
2024-07-02 16:00:00,187.0,-1
2024-07-03 12:00:00,3.0,-1
2024-07-03 16:00:00,26.0,-1
2024-07-03 20:00:00,3.0,-1
2024-07-08 12:00:00,22.0,-1
2024-07-08 16:00:00,26.0,-1
2024-07-09 12:00:00,10.0,-1
2024-07-09 16:00:00,24.0,-1
2024-07-10 12:00:00,11.0,-1
2024-07-12 12:00:00,8.0,-1
2024-07-12 16:00:00,17.0,-1
2024-07-12 20:00:00,7.0,-1
2024-07-15 12:00:00,9.0,-1
2024-07-15 16:00:00,11.0,-1
2024-07-16 12:00:00,8.0,-1
2024-07-16 16:00:00,24.0,-1
2024-07-17 16:00:00,17.0,-1
2024-07-17 20:00:00,12.0,-1
2024-07-18 12:00:00,9.0,-1
2024-07-18 16:00:00,23.0,-1
2024-07-18 20:00:00,7.0,-1
2024-07-19 16:00:00,13.0,-1
2024-07-26 16:00:00,5.0,-1
2024-07-29 12:00:00,2.0,-1
2024-07-30 12:00:00,3.0,-1
2024-08-15 16:00:00,5.0,-1
2024-08-16 12:00:00,7.0,-1
2024-08-16 20:00:00,7.0,-1
2024-08-19 20:00:00,11.0,-1
2024-08-22 20:00:00,3.0,-1
2024-08-23 20:00:00,2.0,-1
2024-08-26 12:00:00,2.0,-1
2024-08-28 20:00:00,2.0,-1
2024-08-30 12:00:00,7.0,-1
2024-09-03 16:00:00,3.0,-1
2024-09-04 20:00:00,8.0,-1
2024-09-06 20:00:00,9.0,-1
2024-09-11 20:00:00,9.0,-1
2024-09-12 20:00:00,5.0,-1
2024-09-13 12:00:00,5.0,-1
2024-09-13 20:00:00,14.0,-1
2024-09-15 16:00:00,18.0,-1
2024-09-15 20:00:00,28.0,-1
2024-09-16 12:00:00,8.0,-1
2024-09-16 16:00:00,12.0,-1
2024-09-18 16:00:00,29.0,-1
2024-09-19 16:00:00,12.0,-1
2024-09-20 20:00:00,17.0,-1
2024-09-24 20:00:00,8.0,-1
2024-09-27 20:00:00,14.0,-1
2024-10-01 12:00:00,2.0,-1
2024-10-01 16:00:00,22.0,-1
