datetime,state,anomaly
2024-07-02 12:00:00,216.0,-1
2024-07-02 16:00:00,654.0,-1
2024-07-03 12:00:00,204.0,-1
2024-07-03 16:00:00,665.0,-1
2024-07-04 12:00:00,111.0,1
2024-07-04 16:00:00,135.0,-1
2024-07-05 12:00:00,82.0,1
2024-07-05 16:00:00,12.0,1
2024-07-06 12:00:00,76.0,1
2024-07-06 16:00:00,67.0,1
2024-07-07 12:00:00,66.0,1
2024-07-07 16:00:00,66.0,1
2024-07-08 12:00:00,191.0,-1
2024-07-08 16:00:00,518.0,-1
2024-07-09 12:00:00,195.0,-1
2024-07-09 16:00:00,533.0,-1
2024-07-10 12:00:00,160.0,1
2024-07-10 16:00:00,0.0,1
2024-07-11 12:00:00,0.0,1
2024-07-11 16:00:00,11.0,1
2024-07-12 12:00:00,126.0,1
2024-07-12 16:00:00,271.0,-1
2024-07-13 12:00:00,71.0,1
2024-07-13 16:00:00,57.0,1
2024-07-14 12:00:00,57.0,1
2024-07-14 16:00:00,58.0,1
2024-07-15 12:00:00,150.0,1
2024-07-15 16:00:00,238.0,-1
2024-07-16 12:00:00,92.0,1
2024-07-16 16:00:00,335.0,-1
2024-07-17 12:00:00,48.0,1
2024-07-17 16:00:00,279.0,-1
2024-07-18 12:00:00,116.0,1
2024-07-18 16:00:00,372.0,-1
2024-07-19 12:00:00,69.0,1
2024-07-19 16:00:00,153.0,1
2024-07-20 12:00:00,0.0,1
2024-07-20 16:00:00,0.0,1
2024-07-21 12:00:00,0.0,1
2024-07-21 16:00:00,0.0,1
2024-07-22 12:00:00,0.0,1
2024-07-22 16:00:00,0.0,1
2024-07-23 12:00:00,3.0,1
2024-07-23 16:00:00,0.0,1
2024-07-24 12:00:00,4.0,1
2024-07-24 16:00:00,0.0,1
2024-07-25 12:00:00,3.0,1
2024-07-25 16:00:00,5.0,1
2024-07-26 12:00:00,3.0,1
2024-07-26 16:00:00,160.0,1
2024-07-27 12:00:00,0.0,1
2024-07-27 16:00:00,0.0,1
2024-07-28 12:00:00,0.0,1
2024-07-28 16:00:00,0.0,1
2024-07-29 12:00:00,8.0,1
2024-07-29 16:00:00,0.0,1
2024-07-30 12:00:00,7.0,1
2024-07-30 16:00:00,0.0,1
2024-07-31 12:00:00,0.0,1
2024-07-31 16:00:00,0.0,1
2024-08-01 12:00:00,0.0,1
2024-08-01 16:00:00,0.0,1
2024-08-02 12:00:00,0.0,1
2024-08-02 16:00:00,0.0,1
2024-08-03 12:00:00,0.0,1
2024-08-03 16:00:00,0.0,1
2024-08-04 12:00:00,0.0,1
2024-08-04 16:00:00,0.0,1
2024-08-05 12:00:00,0.0,1
2024-08-05 16:00:00,0.0,1
2024-08-06 12:00:00,0.0,1
2024-08-06 16:00:00,0.0,1
2024-08-07 12:00:00,0.0,1
2024-08-07 16:00:00,0.0,1
2024-08-08 12:00:00,0.0,1
2024-08-08 16:00:00,0.0,1
2024-08-09 12:00:00,0.0,1
2024-08-09 16:00:00,0.0,1
2024-08-10 12:00:00,0.0,1
2024-08-10 16:00:00,0.0,1
2024-08-11 12:00:00,0.0,1
2024-08-11 16:00:00,0.0,1
2024-08-12 12:00:00,0.0,1
2024-08-12 16:00:00,98.0,1
2024-08-13 12:00:00,6.0,1
2024-08-13 16:00:00,0.0,1
2024-08-14 12:00:00,4.0,1
2024-08-14 16:00:00,0.0,1
2024-08-15 12:00:00,3.0,1
2024-08-15 16:00:00,83.0,1
2024-08-16 12:00:00,85.0,1
2024-08-16 16:00:00,270.0,-1
2024-08-17 12:00:00,0.0,1
2024-08-17 16:00:00,0.0,1
2024-08-18 12:00:00,0.0,1
2024-08-18 16:00:00,0.0,1
2024-08-19 12:00:00,6.0,1
2024-08-19 16:00:00,0.0,1
2024-08-20 12:00:00,5.0,1
2024-08-20 16:00:00,0.0,1
2024-08-21 12:00:00,4.0,1
2024-08-21 16:00:00,6.0,1
2024-08-22 12:00:00,4.0,1
2024-08-22 16:00:00,0.0,1
2024-08-23 12:00:00,22.0,1
2024-08-23 16:00:00,0.0,1
2024-08-24 12:00:00,0.0,1
2024-08-24 16:00:00,1.0,1
2024-08-25 12:00:00,0.0,1
2024-08-25 16:00:00,1.0,1
2024-08-26 12:00:00,8.0,1
2024-08-26 16:00:00,0.0,1
2024-08-27 12:00:00,0.0,1
2024-08-27 16:00:00,0.0,1
2024-08-28 12:00:00,4.0,1
2024-08-28 16:00:00,5.0,1
2024-08-29 12:00:00,4.0,1
2024-08-29 16:00:00,0.0,1
2024-08-30 12:00:00,62.0,1
2024-08-30 16:00:00,0.0,1
2024-08-31 12:00:00,0.0,1
2024-08-31 16:00:00,0.0,1
2024-09-01 12:00:00,0.0,1
2024-09-01 16:00:00,0.0,1
2024-09-02 12:00:00,0.0,1
2024-09-02 16:00:00,0.0,1
2024-09-03 12:00:00,15.0,1
2024-09-03 16:00:00,124.0,1
2024-09-04 12:00:00,6.0,1
2024-09-04 16:00:00,0.0,1
2024-09-05 12:00:00,6.0,1
2024-09-05 16:00:00,0.0,1
2024-09-06 12:00:00,4.0,1
2024-09-06 16:00:00,0.0,1
2024-09-07 12:00:00,7.0,1
2024-09-07 16:00:00,0.0,1
2024-09-08 12:00:00,0.0,1
2024-09-08 16:00:00,0.0,1
2024-09-09 12:00:00,0.0,1
2024-09-09 16:00:00,23.0,1
2024-09-10 12:00:00,43.0,1
2024-09-10 16:00:00,33.0,1
2024-09-11 12:00:00,40.0,1
2024-09-11 16:00:00,27.0,1
2024-09-12 12:00:00,60.0,1
2024-09-12 16:00:00,49.0,1
2024-09-13 12:00:00,44.0,1
2024-09-13 16:00:00,27.0,1
2024-09-14 12:00:00,26.0,1
2024-09-14 16:00:00,26.0,1
2024-09-15 12:00:00,24.0,1
2024-09-15 16:00:00,424.0,-1
2024-09-16 12:00:00,85.0,1
2024-09-16 16:00:00,344.0,-1
2024-09-17 12:00:00,8.0,1
2024-09-17 16:00:00,0.0,1
2024-09-18 12:00:00,8.0,1
2024-09-18 16:00:00,275.0,-1
2024-09-19 12:00:00,8.0,1
2024-09-19 16:00:00,124.0,1
2024-09-20 12:00:00,13.0,1
2024-09-20 16:00:00,0.0,1
2024-09-21 12:00:00,0.0,1
2024-09-21 16:00:00,0.0,1
2024-09-22 12:00:00,0.0,1
2024-09-22 16:00:00,0.0,1
2024-09-23 12:00:00,0.0,1
2024-09-23 16:00:00,0.0,1
2024-09-24 12:00:00,7.0,1
2024-09-24 16:00:00,0.0,1
2024-09-25 12:00:00,8.0,1
2024-09-25 16:00:00,0.0,1
2024-09-26 12:00:00,7.0,1
2024-09-26 16:00:00,0.0,1
2024-09-27 12:00:00,7.0,1
2024-09-27 16:00:00,1.0,1
2024-09-28 12:00:00,0.0,1
2024-09-28 16:00:00,0.0,1
2024-09-29 12:00:00,0.0,1
2024-09-29 16:00:00,0.0,1
2024-09-30 12:00:00,9.0,1
2024-09-30 16:00:00,0.0,1
2024-10-01 12:00:00,5.0,1
2024-10-01 16:00:00,335.0,-1
