date,time,seconds,state,sensor_name,thing_name,thing_ip
2024-07-02,00:02,1719896556.2997427,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:02,1719896557.302834,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:03,1719896616.2028012,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:03,1719896617.206035,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:04,1719896676.3494232,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:04,1719896677.3524654,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:05,1719896736.496735,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:05,1719896737.7506258,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:06,1719896796.1456702,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:06,1719896797.3993878,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:11,1719897096.136166,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:11,1719897097.1393223,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:12,1719897156.2838235,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:12,1719897157.2925005,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:18,1719897516.1947107,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:18,1719897517.4484992,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:19,1719897576.3386335,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:19,1719897577.3416471,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:23,1719897816.1719449,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:23,1719897817.425767,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:27,1719898056.5207045,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:27,1719898057.774336,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:29,1719898176.322463,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:29,1719898177.3255432,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:31,1719898296.3654237,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:31,1719898297.3685217,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:32,1719898356.2613387,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:32,1719898357.2644022,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:33,1719898416.1592803,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:33,1719898417.413102,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:34,1719898476.5589926,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:34,1719898477.8128254,0.0,Motion Sensor,OfficeMainPi,192.168.86.93
2024-07-02,00:35,1719898536.2045484,1.0,Motion Sensor,OfficeMainPi,192.168.86.93
